"Código INE" "Municipio" "10000H" "10000H%" "5000H" "5000H%" "Válidos" "Blancos" "Nulos" "Emitidos"
"030802" "Toko" "147" "9,53" "1396" "90,47" "1543" "331" "46" "1920"
"030803" "Tolata" "300" "18,16" "1352" "81,84" "1652" "515" "88" "2255"
"030901" "Quillacollo" "7777" "22,28" "27134" "77,72" "34911" "11546" "3367" "49824"
"030902" "Sipe Sipe" "1542" "14,67" "8972" "85,33" "10514" "2768" "491" "13773"
"030903" "Tiquipaya" "2521" "19,38" "10485" "80,62" "13006" "3581" "1170" "17757"
"030904" "Vinto" "2266" "19,02" "9649" "80,98" "11915" "3327" "715" "15957"
"030905" "Colcapirhua" "483" "6,71" "6711" "93,29" "7194" "705" "201" "8100"
"031001" "Sacaba" "8667" "21,52" "31599" "78,48" "40266" "11759" "4459" "56484"
"031002" "Colomi" "43" "7,82" "507" "92,18" "550" "87" "20" "657"
"031003" "Villa Tunari" "1088" "4,63" "22393" "95,37" "23481" "1290" "390" "25161"
"031101" "Tapacarí" "168" "1,87" "8829" "98,13" "8997" "210" "159" "9366"
"031201" "Totora" "328" "7,18" "4240" "92,82" "4568" "493" "138" "5199"
"031202" "Pojo" "145" "3,96" "3512" "96,04" "3657" "199" "68" "3924"
"031203" "Pocona" "254" "7,83" "2992" "92,17" "3246" "598" "79" "3923"
"031204" "Chimoré" "756" "11,21" "5985" "88,79" "6741" "1111" "243" "8095"
"031205" "Puerto Villarroel" "880" "6,19" "13347" "93,81" "14227" "1089" "289" "15605"
"031206" "Entre Ríos (Bulo Bulo)" "411" "6,13" "6289" "93,87" "6700" "738" "144" "7582"
"031301" "Mizque" "638" "8,71" "6684" "91,29" "7322" "1142" "212" "8676"
"031302" "Vila Vila" "111" "9,60" "1045" "90,40" "1156" "140" "22" "1318"
"031303" "Alalay" "56" "6,40" "819" "93,60" "875" "94" "15" "984"
"031401" "Punata" "1436" "17,07" "6974" "82,93" "8410" "2807" "760" "11977"
"031402" "Villa Rivero" "182" "8,22" "2031" "91,78" "2213" "533" "101" "2847"
"031403" "San Benito (Villa José Quintín Mendoza)" "518" "13,54" "3309" "86,46" "3827" "1104" "189" "5120"
"031404" "Tacachi" "36" "14,29" "216" "85,71" "252" "99" "17" "368"
"031405" "Cuchumuela (Villa Gualberto Villarroel)" "490" "4,81" "9697" "95,19" "10187" "592" "157" "10936"
"031501" "Bolívar" "574" "11,98" "4217" "88,02" "4791" "1318" "232" "6341"
"031601" "Tiraque" "864" "5,96" "13627" "94,04" "14491" "1280" "250" "16021"
"040101" "Oruro" "16882" "19,57" "69401" "80,43" "86283" "23140" "5621" "115044"
"040102" "Caracollo" "588" "9,66" "5501" "90,34" "6089" "1355" "198" "7642"
"040103" "El Choro" "135" "13,61" "857" "86,39" "992" "368" "45" "1405"
"040104" "Soracachi" "470" "12,10" "3413" "87,90" "3883" "1479" "180" "5542"
"040201" "Challapata" "830" "10,93" "6763" "89,07" "7593" "2102" "333" "10028"
"040202" "Santuario de Quillacas" "60" "7,78" "711" "92,22" "771" "169" "15" "955"
"040301" "Corque" "275" "11,45" "2127" "88,55" "2402" "521" "46" "2969"
"040302" "Choque Cota" "23" "4,87" "449" "95,13" "472" "67" "8" "547"
"040401" "Curahuara de Carangas" "117" "8,86" "1204" "91,14" "1321" "239" "28" "1588"
"040402" "Turco" "192" "13,39" "1242" "86,61" "1434" "284" "28" "1746"
"040501" "Huachacalla" "40" "14,49" "236" "85,51" "276" "84" "5" "365"
"040502" "Escara" "25" "11,06" "201" "88,94" "226" "71" "4" "301"
"040503" "Cruz de Machacamarca" "23" "9,91" "209" "90,09" "232" "72" "4" "308"
"040504" "Yunguyo de Litoral" "16" "19,75" "65" "80,25" "81" "24" "0" "105"
"040505" "Esmeralda" "28" "8,31" "309" "91,69" "337" "86" "2" "425"
"040601" "Poopó (Villa Poopó)" "244" "16,05" "1276" "83,95" "1520" "707" "68" "2295"
"040602" "Pazña" "188" "13,18" "1238" "86,82" "1426" "513" "61" "2000"
"040603" "Antequera (Bolívar)" "146" "17,96" "667" "82,04" "813" "260" "46" "1119"
"040701" "Huanuni" "1097" "17,38" "5215" "82,62" "6312" "2232" "372" "8916"
"040702" "Machacamarca" "125" "10,06" "1118" "89,94" "1243" "347" "44" "1634"
"040801" "Salinas de Garcí Mendoza" "178" "8,70" "1869" "91,30" "2047" "410" "44" "2501"
"040802" "Pampa Aullagas" "81" "14,19" "490" "85,81" "571" "156" "9" "736"
"040901" "Sabaya" "268" "13,86" "1665" "86,14" "1933" "437" "24" "2394"
"040902" "Coipasa" "33" "20,50" "128" "79,50" "161" "36" "3" "200"
"040903" "Chipaya" "34" "5,12" "630" "94,88" "664" "39" "3" "706"
"041001" "Toledo" "161" "9,12" "1604" "90,88" "1765" "417" "35" "2217"
"041101" "Eucaliptus" "117" "7,84" "1375" "92,16" "1492" "256" "31" "1779"
"041201" "Andamarca (Santiago de Andamarca)" "92" "7,26" "1176" "92,74" "1268" "247" "14" "1529"
"041202" "Belén de Andamarca" "48" "8,48" "518" "91,52" "566" "115" "26" "707"
"041301" "San Pedro de Totora" "88" "5,82" "1423" "94,18" "1511" "178" "35" "1724"
"041401" "Santiago de Huari" "172" "7,82" "2028" "92,18" "2200" "647" "70" "2917"
"041501" "La Rivera" "22" "19,64" "90" "80,36" "112" "48" "7" "167"
"041502" "Todos Santos" "18" "18,18" "81" "81,82" "99" "64" "3" "166"
"041503" "Carangas" "5" "6,17" "76" "93,83" "81" "13" "0" "94"
"041601" "Huayllamarca (Santiago de Huayllamarca)" "163" "10,98" "1321" "89,02" "1484" "390" "56" "1930"
"050101" "Potosí" "11532" "21,27" "42690" "78,73" "54222" "15582" "3923" "73727"
"050102" "Tinguipaya" "287" "5,85" "4620" "94,15" "4907" "957" "161" "6025"
"050103" "Yocalla" "176" "8,73" "1839" "91,27" "2015" "657" "58" "2730"
"050104" "Urmiri (Belén de Andamarca)" "48" "7,78" "569" "92,22" "617" "80" "9" "706"
"050201" "Uncía" "823" "14,52" "4844" "85,48" "5667" "2206" "277" "8150"
"050202" "Chayanta" "311" "7,92" "3616" "92,08" "3927" "797" "116" "4840"
"050203" "Llallagua" "1766" "15,85" "9374" "84,15" "11140" "3539" "542" "15221"
"050301" "Betanzos" "657" "7,27" "8378" "92,73" "9035" "1744" "243" "11022"
"050302" "Chaquí" "172" "8,44" "1866" "91,56" "2038" "857" "94" "2989"
"050303" "Tacobamba" "107" "3,77" "2729" "96,23" "2836" "281" "46" "3163"
"050401" "Colquechaca" "386" "4,72" "7798" "95,28" "8184" "782" "153" "9119"
"050402" "Ravelo" "227" "4,88" "4429" "95,12" "4656" "547" "74" "5277"
"050403" "Pocoata" "257" "4,39" "5601" "95,61" "5858" "668" "125" "6651"
"050404" "Ocurí" "251" "7,29" "3190" "92,71" "3441" "577" "97" "4115"
"050501" "San Pedro de Buena Vista" "214" "4,81" "4232" "95,19" "4446" "683" "114" "5243"
"050502" "Toro Toro" "107" "3,65" "2825" "96,35" "2932" "202" "38" "3172"
"050601" "Cotagaita" "614" "10,20" "5406" "89,80" "6020" "1497" "167" "7684"
"050602" "Vitichi" "283" "9,76" "2617" "90,24" "2900" "631" "78" "3609"
"050701" "Sacaca (Villa de Sacaca)" "217" "3,96" "5266" "96,04" "5483" "759" "113" "6355"
"050702" "Caripuyo" "98" "3,40" "2783" "96,60" "2881" "165" "26" "3072"
"050801" "Tupiza" "1889" "20,41" "7368" "79,59" "9257" "3937" "612" "13806"
"050802" "Atocha" "581" "21,83" "2081" "78,17" "2662" "1083" "121" "3866"
"050901" "Colcha K (Villa Martín)" "408" "17,32" "1948" "82,68" "2356" "853" "94" "3303"
"050902" "San Pedro de Quemes" "36" "20,57" "139" "79,43" "175" "28" "3" "206"
"051001" "San Pablo de Lípez" "97" "16,06" "507" "83,94" "604" "146" "36" "786"
"051002" "Mojinete" "16" "6,78" "220" "93,22" "236" "22" "5" "263"
"051003" "San Antonio de Esmoruco" "24" "5,99" "377" "94,01" "401" "37" "1" "439"
"051101" "Puna (Villa Talavera)" "328" "6,01" "5126" "93,99" "5454" "1101" "122" "6677"
"051102" "Caiza" "244" "9,90" "2221" "90,10" "2465" "705" "63" "3233"
"051103" "Ckochas" "184" "3,90" "4528" "96,10" "4712" "396" "54" "5162"
"051201" "Uyuni (Thola Pampa)" "984" "17,25" "4719" "82,75" "5703" "2200" "285" "8188"
"051202" "Tomave" "368" "12,34" "2613" "87,66" "2981" "844" "85" "3910"
"051203" "Porco" "344" "20,38" "1344" "79,62" "1688" "740" "90" "2518"
"051301" "Arampampa" "44" "4,29" "981" "95,71" "1025" "42" "9" "1076"
"051302" "Acacio" "83" "7,12" "1083" "92,88" "1166" "159" "27" "1352"
"051401" "Llica" "103" "9,47" "985" "90,53" "1088" "186" "14" "1288"
"051402" "Tahua" "33" "6,57" "469" "93,43" "502" "67" "6" "575"
"051501" "Villazón" "1676" "18,49" "7388" "81,51" "9064" "3711" "491" "13266"
"051601" "San Agustín" "61" "14,09" "372" "85,91" "433" "120" "8" "561"
"060101" "Tarija" "16991" "35,60" "30742" "64,40" "47733" "23789" "5189" "76711"
"060201" "Padcaya" "729" "14,59" "4269" "85,41" "4998" "1725" "141" "6864"
"060202" "Bermejo" "1653" "24,51" "5090" "75,49" "6743" "4485" "410" "11638"
"060301" "Yacuiba" "4360" "31,65" "9415" "68,35" "13775" "8744" "1017" "23536"
"060302" "Caraparí" "471" "26,60" "1300" "73,40" "1771" "1303" "83" "3157"
"060303" "Villamontes" "1584" "35,02" "2939" "64,98" "4523" "3967" "274" "8764"
"060401" "Uriondo (Concepción)" "671" "25,03" "2010" "74,97" "2681" "2152" "163" "4996"
"060402" "Yunchará" "150" "15,21" "836" "84,79" "986" "523" "41" "1550"
"060501" "Villa San Lorenzo" "1357" "31,59" "2939" "68,41" "4296" "3037" "296" "7629"
"060502" "Tomayapo (El Puente)" "429" "19,75" "1743" "80,25" "2172" "1602" "107" "3881"
"060601" "Entre Ríos (La Moreta)" "851" "23,99" "2696" "76,01" "3547" "2050" "167" "5764"
"070101" "Santa Cruz de la Sierra" "92868" "39,29" "143472" "60,71" "236340" "204170" "40470" "480980"
"070102" "Cotoca" "1958" "32,43" "4079" "67,57" "6037" "4991" "480" "11508"
"070103" "Porongo (Ayacucho)" "414" "34,76" "777" "65,24" "1191" "1543" "126" "2860"
"070104" "La Guardia" "3456" "33,08" "6990" "66,92" "10446" "7277" "853" "18576"
"070105" "El Torno" "2431" "24,51" "7489" "75,49" "9920" "4338" "674" "14932"
"070201" "Warnes" "3056" "34,40" "5828" "65,60" "8884" "8583" "900" "18367"
"070202" "Okinawa Uno" "432" "36,49" "752" "63,51" "1184" "1424" "79" "2687"
"070301" "San Ignacio (San Ignacio de Velasco)" "1772" "41,16" "2533" "58,84" "4305" "6218" "230" "10753"
"070302" "San Miguel (San Miguel de Velasco)" "511" "40,46" "752" "59,54" "1263" "1184" "55" "2502"
"070303" "San Rafael" "217" "41,73" "303" "58,27" "520" "600" "33" "1153"
"070401" "Buena Vista" "464" "18,57" "2034" "81,43" "2498" "1657" "124" "4279"
"070402" "San Carlos" "697" "20,33" "2732" "79,67" "3429" "1704" "157" "5290"
"070403" "Yapacaní" "1264" "11,55" "9677" "88,45" "10941" "1751" "288" "12980"
"070404" "San Juan" "307" "18,56" "1347" "81,44" "1654" "567" "66" "2287"
"070501" "San José de Chiquitos" "772" "41,80" "1075" "58,20" "1847" "2403" "92" "4342"
"070502" "Pailón" "685" "34,54" "1298" "65,46" "1983" "1630" "103" "3716"
"070503" "Roboré" "1199" "50,78" "1162" "49,22" "2361" "2296" "105" "4762"
"070601" "Portachuelo" "810" "44,07" "1028" "55,93" "1838" "3745" "150" "5733"
"070602" "Santa Rosa del Sara" "446" "11,92" "3296" "88,08" "3742" "1630" "61" "5433"
"070603" "Colpa Bélgica" "212" "37,66" "351" "62,34" "563" "1038" "120" "1721"
"070701" "Lagunillas" "186" "27,35" "494" "72,65" "680" "539" "39" "1258"
"070702" "Charagua" "575" "24,55" "1767" "75,45" "2342" "2297" "95" "4734"
"070703" "Cabezas" "402" "19,41" "1669" "80,59" "2071" "1150" "105" "3326"
"070704" "Cuevo" "162" "36,90" "277" "63,10" "439" "581" "34" "1054"
"070705" "Gutiérrez" "313" "16,97" "1531" "83,03" "1844" "904" "57" "2805"
"070706" "Camiri" "2062" "36,85" "3534" "63,15" "5596" "4058" "563" "10217"
"070707" "Boyuibe" "188" "37,38" "315" "62,62" "503" "466" "23" "992"
"070801" "Vallegrande" "1003" "39,64" "1527" "60,36" "2530" "2912" "292" "5734"
"070802" "Trigal" "84" "33,20" "169" "66,80" "253" "360" "34" "647"
"070803" "Moro Moro" "80" "25,24" "237" "74,76" "317" "560" "56" "933"
"070804" "Postrer Valle" "48" "46,15" "56" "53,85" "104" "418" "8" "530"
"070805" "Pucará" "50" "21,74" "180" "78,26" "230" "359" "26" "615"
"070901" "Samaipata" "534" "35,02" "991" "64,98" "1525" "1512" "160" "3197"
"070902" "Pampa Grande" "367" "30,38" "841" "69,62" "1208" "1009" "78" "2295"
"070903" "Mairana" "418" "28,49" "1049" "71,51" "1467" "1130" "74" "2671"
"070904" "Quirusillas" "61" "31,12" "135" "68,88" "196" "246" "16" "458"
"071001" "Montero" "5217" "28,10" "13346" "71,90" "18563" "14106" "1283" "33952"
"071002" "General Agustín Saavedra" "402" "23,76" "1290" "76,24" "1692" "1604" "130" "3426"
"071003" "Mineros" "930" "27,99" "2393" "72,01" "3323" "2327" "180" "5830"
"071004" "Fernández Alonso" "353" "13,54" "2254" "86,46" "2607" "652" "67" "3326"
"071005" "San Pedro" "387" "12,19" "2788" "87,81" "3175" "743" "114" "4032"
"071101" "Concepción" "666" "29,34" "1604" "70,66" "2270" "1682" "118" "4070"
"071102" "San Javier" "441" "33,90" "860" "66,10" "1301" "1145" "51" "2497"
"071103" "San Ramón" "270" "31,73" "581" "68,27" "851" "695" "40" "1586"
"071104" "San Julián" "1020" "9,64" "9563" "90,36" "10583" "1617" "217" "12417"
"071105" "San Antonio de Lomerio" "95" "8,49" "1024" "91,51" "1119" "547" "47" "1713"
"071106" "Cuatro Cañadas" "421" "13,79" "2633" "86,21" "3054" "692" "131" "3877"
"071201" "San Matías" "646" "46,91" "731" "53,09" "1377" "1696" "114" "3187"
"071301" "Comarapa" "615" "20,77" "2346" "79,23" "2961" "1422" "160" "4543"
"071302" "Saipina" "185" "23,10" "616" "76,90" "801" "498" "40" "1339"
"071401" "Puerto Suárez" "613" "36,00" "1090" "64,00" "1703" "3273" "94" "5070"
"071402" "Puerto Quijarro" "621" "35,51" "1128" "64,49" "1749" "2099" "91" "3939"
"071403" "El Carmen Rivero Tórrez" "199" "31,09" "441" "68,91" "640" "489" "23" "1152"
"071501" "Ascención de Guarayos" "778" "28,91" "1913" "71,09" "2691" "2441" "94" "5226"
"071502" "Urubichá" "161" "22,93" "541" "77,07" "702" "1028" "25" "1755"
"071503" "El Puente" "297" "14,66" "1729" "85,34" "2026" "908" "45" "2979"
"080101" "Trinidad" "3644" "29,43" "8739" "70,57" "12383" "23479" "1283" "37145"
"080102" "San Javier" "58" "18,01" "264" "81,99" "322" "414" "11" "747"
"080201" "Riberalta" "4639" "42,73" "6218" "57,27" "10857" "9428" "519" "20804"
"080202" "Puerto Guayaramerín" "893" "31,36" "1955" "68,64" "2848" "6191" "197" "9236"
"080301" "Reyes" "205" "28,16" "523" "71,84" "728" "1720" "49" "2497"
"080302" "San Borja" "936" "17,35" "4459" "82,65" "5395" "3629" "227" "9251"
"080303" "Santa Rosa" "427" "44,67" "529" "55,33" "956" "1060" "46" "2062"
"080304" "Puerto Rurrenabaque" "366" "16,08" "1910" "83,92" "2276" "2051" "127" "4454"
"080401" "Santa Ana (de Yacuma)" "771" "43,61" "997" "56,39" "1768" "2517" "64" "4349"
"080402" "Exaltación" "112" "29,79" "264" "70,21" "376" "308" "10" "694"
"080501" "San Ignacio" "418" "14,71" "2424" "85,29" "2842" "2292" "267" "5401"
"080601" "Loreto" "54" "19,78" "219" "80,22" "273" "434" "15" "722"
"080602" "San Andrés" "242" "17,41" "1148" "82,59" "1390" "1275" "40" "2705"
"080701" "San Joaquín" "78" "26,09" "221" "73,91" "299" "837" "10" "1146"
