"Código INE" "Municipio" "NO" "NO%" "SÍ" "SÍ%" "Válidos" "Blancos" "Nulos" "Emitidos"
"011002" "Villa de Huacaya" "127" "30,02" "296" "69,98" "423" "19" "10" "452"
"011003" "Macharetí" "752" "48,86" "787" "51,14" "1539" "62" "83" "1684"
"020101" "Nuestra Señora de La Paz" "173306" "39,80" "262180" "60,20" "435486" "5136" "11135" "451757"
"020102" "Palca" "122" "2,47" "4823" "97,53" "4945" "123" "120" "5188"
"020103" "Mecapaca" "399" "7,21" "5135" "92,79" "5534" "87" "99" "5720"
"020104" "Achocalla" "404" "6,51" "5798" "93,49" "6202" "128" "169" "6499"
"020105" "El Alto" "52250" "14,13" "317651" "85,87" "369901" "5453" "9031" "384385"
"020201" "Achacachi" "812" "3,64" "21488" "96,36" "22300" "351" "441" "23092"
"020202" "Ancoraimes" "36" "0,67" "5377" "99,33" "5413" "22" "30" "5465"
"020204" "Huarina" "77" "2,38" "3161" "97,62" "3238" "39" "58" "3335"
"020205" "Santiago de Huata" "0" "0" "0" "0" "0" "0" "0" "0"
"020301" "Coro Coro" "177" "4,97" "3387" "95,03" "3564" "64" "75" "3703"
"020302" "Caquiaviri" "80" "2,11" "3714" "97,89" "3794" "58" "108" "3960"
"020303" "Calacoto" "54" "1,80" "2944" "98,20" "2998" "17" "56" "3071"
"020304" "Comanche" "39" "3,01" "1258" "96,99" "1297" "34" "36" "1367"
"020305" "Charaña" "57" "5,54" "972" "94,46" "1029" "20" "25" "1074"
"020306" "Waldo Ballivián" "14" "2,11" "649" "97,89" "663" "5" "12" "680"
"020307" "Nazacara de Pacajes" "8" "3,83" "201" "96,17" "209" "3" "4" "216"
"020308" "Santiago de Callapa" "57" "2,72" "2042" "97,28" "2099" "52" "37" "2188"
"020401" "Puerto Acosta" "304" "3,41" "8612" "96,59" "8916" "108" "164" "9188"
"020402" "Mocomoco" "95" "1,90" "4910" "98,10" "5005" "109" "93" "5207"
"020403" "Puerto Carabuco" "165" "3,79" "4193" "96,21" "4358" "150" "146" "4654"
"020405" "Escoma" "0" "0" "0" "0" "0" "0" "0" "0"
"020501" "Chuma" "63" "1,81" "3424" "98,19" "3487" "56" "66" "3609"
"020502" "Ayata" "45" "2,04" "2163" "97,96" "2208" "85" "48" "2341"
"020503" "Aucapata" "70" "6,02" "1092" "93,98" "1162" "35" "20" "1217"
"020601" "Sorata" "433" "7,33" "5477" "92,67" "5910" "191" "175" "6276"
"020602" "Guanay" "723" "22,49" "2492" "77,51" "3215" "75" "78" "3368"
"020603" "Tacacoma" "128" "6,96" "1711" "93,04" "1839" "46" "46" "1931"
"020604" "Quiabaya" "34" "4,96" "651" "95,04" "685" "32" "16" "733"
"020605" "Combaya" "38" "4,85" "746" "95,15" "784" "36" "35" "855"
"020606" "Tipuani" "518" "22,48" "1786" "77,52" "2304" "51" "94" "2449"
"020607" "Mapiri" "407" "16,92" "1999" "83,08" "2406" "128" "90" "2624"
"020608" "Teoponte" "397" "19,69" "1619" "80,31" "2016" "54" "43" "2113"
"020701" "Apolo" "699" "19,55" "2877" "80,45" "3576" "190" "166" "3932"
"020702" "Pelechuco" "111" "6,03" "1729" "93,97" "1840" "33" "47" "1920"
"020801" "Viacha" "2342" "10,33" "20326" "89,67" "22668" "380" "633" "23681"
"020802" "Guaqui" "145" "5,77" "2370" "94,23" "2515" "49" "89" "2653"
"020803" "Tiahuanacu" "166" "4,11" "3871" "95,89" "4037" "97" "121" "4255"
"020804" "Desaguadero" "344" "16,68" "1718" "83,32" "2062" "69" "71" "2202"
"020805" "San Andrés de Machaca" "51" "2,43" "2044" "97,57" "2095" "34" "58" "2187"
"020806" "Jesús de Machaca" "142" "2,89" "4767" "97,11" "4909" "94" "145" "5148"
"020807" "Taraco" "37" "2,05" "1771" "97,95" "1808" "7" "25" "1840"
"020901" "Luribay" "155" "3,57" "4186" "96,43" "4341" "43" "51" "4435"
"020902" "Sapahaqui" "176" "3,87" "4370" "96,13" "4546" "81" "116" "4743"
"020903" "Yaco" "89" "3,44" "2501" "96,56" "2590" "55" "47" "2692"
"020904" "Malla" "2" "0,22" "906" "99,78" "908" "1" "8" "917"
"020905" "Cairoma" "176" "4,88" "3430" "95,12" "3606" "69" "88" "3763"
"021001" "Inquisivi" "133" "3,01" "4288" "96,99" "4421" "87" "78" "4586"
"021002" "Quime" "313" "13,50" "2006" "86,50" "2319" "59" "86" "2464"
"021003" "Cajuata" "193" "6,07" "2984" "93,93" "3177" "91" "82" "3350"
"021004" "Colquiri" "542" "9,12" "5402" "90,88" "5944" "133" "162" "6239"
"021005" "Ichoca" "49" "2,55" "1875" "97,45" "1924" "19" "36" "1979"
"021006" "Licoma Pampa" "54" "8,01" "620" "91,99" "674" "19" "19" "712"
"021101" "Chulumani (Villa de la Libertad)" "610" "9,04" "6141" "90,96" "6751" "149" "150" "7050"
"021102" "Irupana (Villa de Lanza)" "449" "8,20" "5028" "91,80" "5477" "116" "127" "5720"
"021103" "Yanacachi" "163" "9,57" "1541" "90,43" "1704" "35" "33" "1772"
"021104" "Palos Blancos" "595" "8,84" "6132" "91,16" "6727" "166" "163" "7056"
"021105" "La Asunta" "870" "7,96" "10054" "92,04" "10924" "223" "301" "11448"
"021201" "Pucarani" "354" "3,67" "9281" "96,33" "9635" "260" "376" "10271"
"021202" "Laja" "190" "3,36" "5463" "96,64" "5653" "143" "197" "5993"
"021203" "Batallas" "245" "3,49" "6771" "96,51" "7016" "100" "148" "7264"
"021204" "Puerto Pérez" "91" "3,30" "2670" "96,70" "2761" "73" "82" "2916"
"021301" "Sica Sica (Villa Aroma)" "327" "4,17" "7509" "95,83" "7836" "128" "165" "8129"
"021302" "Umala" "107" "4,17" "2457" "95,83" "2564" "57" "50" "2671"
"021303" "Ayo Ayo" "100" "3,96" "2428" "96,04" "2528" "55" "74" "2657"
"021304" "Calamarca" "139" "3,11" "4337" "96,89" "4476" "72" "134" "4682"
"021305" "Patacamaya" "606" "8,11" "6864" "91,89" "7470" "135" "181" "7786"
"021306" "Colquencha" "106" "3,61" "2828" "96,39" "2934" "47" "72" "3053"
"021307" "Collana" "55" "5,67" "915" "94,33" "970" "27" "27" "1024"
"021401" "Coroico" "821" "13,83" "5115" "86,17" "5936" "127" "153" "6216"
"021402" "Coripata" "943" "13,70" "5941" "86,30" "6884" "177" "235" "7296"
"021501" "Ixiamas" "606" "42,41" "823" "57,59" "1429" "39" "33" "1501"
"021502" "San Buenaventura" "689" "37,75" "1136" "62,25" "1825" "69" "54" "1948"
"021601" "General Juan José Pérez (Charazani)" "108" "3,45" "3019" "96,55" "3127" "72" "73" "3272"
"021602" "Curva" "10" "1,54" "641" "98,46" "651" "2" "9" "662"
"021701" "Copacabana" "495" "8,85" "5097" "91,15" "5592" "109" "141" "5842"
"021702" "San Pedro de Tiquina" "135" "6,77" "1859" "93,23" "1994" "69" "60" "2123"
"021703" "Tito Yupanqui" "38" "6,32" "563" "93,68" "601" "23" "11" "635"
"021801" "San Pedro de Curahuara" "41" "1,62" "2492" "98,38" "2533" "20" "42" "2595"
"021802" "Papel Pampa" "92" "3,43" "2587" "96,57" "2679" "28" "51" "2758"
"021803" "Chacarilla" "9" "1,99" "443" "98,01" "452" "12" "11" "475"
"021901" "Santiago de Machaca" "39" "2,55" "1490" "97,45" "1529" "18" "16" "1563"
"021902" "Catacora" "15" "3,43" "422" "96,57" "437" "2" "8" "447"
"022001" "Caranavi" "1893" "9,35" "18354" "90,65" "20247" "392" "488" "21127"
"030101" "Cochabamba" "8288" "48,09" "8945" "51,91" "17233" "264" "578" "18075"
"030201" "Aiquile" "1458" "19,02" "6208" "80,98" "7666" "278" "278" "8222"
"030202" "Pasorapa" "364" "44,61" "452" "55,39" "816" "53" "57" "926"
"030203" "Omereque" "209" "14,18" "1265" "85,82" "1474" "38" "46" "1558"
"030301" "Ayopaya (Villa de Independencia)" "93" "2,94" "3074" "97,06" "3167" "40" "72" "3279"
"030302" "Morochata" "338" "3,49" "9342" "96,51" "9680" "252" "242" "10174"
"030303" "Cocapata" "132691" "53,00" "117667" "47,00" "250358" "3196" "7533" "261087"
"030401" "Tarata" "658" "18,84" "2834" "81,16" "3492" "93" "92" "3677"
"030402" "Anzaldo" "239" "11,47" "1844" "88,53" "2083" "119" "119" "2321"
"030403" "Arbieto" "443" "16,70" "2209" "83,30" "2652" "125" "146" "2923"
"030404" "Sacabamba" "65" "4,15" "1502" "95,85" "1567" "24" "33" "1624"
"030501" "Arani" "811" "21,22" "3010" "78,78" "3821" "152" "191" "4164"
"030502" "Vacas" "188" "4,84" "3693" "95,16" "3881" "124" "129" "4134"
"030601" "Arque" "120" "3,57" "3245" "96,43" "3365" "57" "82" "3504"
"030602" "Tacopaya" "109" "2,60" "4080" "97,40" "4189" "71" "64" "4324"
"030701" "Capinota" "684" "10,20" "6023" "89,80" "6707" "103" "139" "6949"
"030702" "Santivañez" "336" "15,01" "1902" "84,99" "2238" "64" "88" "2390"
"030703" "Sicaya" "62" "6,90" "837" "93,10" "899" "24" "42" "965"
"030802" "Toko" "141" "7,80" "1667" "92,20" "1808" "58" "53" "1919"
"030803" "Tolata" "499" "23,77" "1600" "76,23" "2099" "75" "81" "2255"
"030901" "Quillacollo" "20068" "42,46" "27193" "57,54" "47261" "870" "1816" "49947"
"030902" "Sipe Sipe" "2680" "20,91" "10136" "79,09" "12816" "364" "592" "13772"
"030903" "Tiquipaya" "6116" "36,23" "10765" "63,77" "16881" "312" "564" "17757"
"030904" "Vinto" "4817" "32,57" "9972" "67,43" "14789" "365" "646" "15800"
"030905" "Colcapirhua" "568" "7,41" "7097" "92,59" "7665" "173" "263" "8101"
"031001" "Sacaba" "22310" "41,61" "31311" "58,39" "53621" "981" "1884" "56486"
"031002" "Colomi" "57" "9,11" "569" "90,89" "626" "14" "17" "657"
"031003" "Villa Tunari" "1212" "4,96" "23226" "95,04" "24438" "306" "416" "25160"
"031101" "Tapacarí" "134" "1,47" "8995" "98,53" "9129" "83" "156" "9368"
"031201" "Totora" "403" "8,28" "4464" "91,72" "4867" "141" "192" "5200"
"031202" "Pojo" "178" "4,70" "3607" "95,30" "3785" "65" "74" "3924"
"031203" "Pocona" "239" "6,95" "3198" "93,05" "3437" "148" "169" "3754"
"031204" "Chimoré" "1412" "18,32" "6294" "81,68" "7706" "172" "245" "8123"
"031205" "Puerto Villarroel" "1084" "7,20" "13971" "92,80" "15055" "204" "346" "15605"
"031206" "Entre Ríos (Bulo Bulo)" "471" "6,56" "6713" "93,44" "7184" "196" "202" "7582"
"031301" "Mizque" "879" "10,95" "7147" "89,05" "8026" "350" "302" "8678"
"031302" "Vila Vila" "111" "9,08" "1111" "90,92" "1222" "45" "52" "1319"
"031303" "Alalay" "56" "6,08" "865" "93,92" "921" "22" "40" "983"
"031401" "Punata" "3019" "27,87" "7813" "72,13" "10832" "423" "722" "11977"
"031402" "Villa Rivero" "331" "12,56" "2305" "87,44" "2636" "97" "114" "2847"
"031403" "San Benito (Villa José Quintín Mendoza)" "817" "17,18" "3938" "82,82" "4755" "171" "194" "5120"
"031404" "Tacachi" "83" "24,78" "252" "75,22" "335" "14" "19" "368"
"031405" "Cuchumuela (Villa Gualberto Villarroel)" "524" "4,91" "10150" "95,09" "10674" "111" "151" "10936"
"031501" "Bolívar" "1075" "18,30" "4799" "81,70" "5874" "190" "277" "6341"
"031601" "Tiraque" "829" "5,39" "14547" "94,61" "15376" "291" "434" "16101"
"040101" "Oruro" "39164" "35,88" "69993" "64,12" "109157" "2498" "3389" "115044"
"040102" "Caracollo" "822" "11,38" "6400" "88,62" "7222" "202" "211" "7635"
"040103" "El Choro" "89" "6,72" "1235" "93,28" "1324" "24" "57" "1405"
"040104" "Soracachi" "525" "10,23" "4608" "89,77" "5133" "193" "217" "5543"
"040201" "Challapata" "1046" "11,23" "8270" "88,77" "9316" "313" "400" "10029"
"040202" "Santuario de Quillacas" "37" "4,04" "879" "95,96" "916" "15" "24" "955"
"040301" "Corque" "157" "5,48" "2710" "94,52" "2867" "51" "51" "2969"
"040302" "Choque Cota" "5" "0,95" "519" "99,05" "524" "14" "9" "547"
"040401" "Curahuara de Carangas" "75" "5,01" "1421" "94,99" "1496" "49" "43" "1588"
"040402" "Turco" "95" "5,67" "1581" "94,33" "1676" "27" "43" "1746"
"040501" "Huachacalla" "44" "12,46" "309" "87,54" "353" "9" "3" "365"
"040502" "Escara" "37" "12,76" "253" "87,24" "290" "6" "5" "301"
"040503" "Cruz de Machacamarca" "48" "15,95" "253" "84,05" "301" "4" "3" "308"
"040504" "Yunguyo de Litoral" "44" "41,90" "61" "58,10" "105" "0" "0" "105"
"040505" "Esmeralda" "53" "12,65" "366" "87,35" "419" "1" "5" "425"
"040601" "Poopó (Villa Poopó)" "294" "13,86" "1827" "86,14" "2121" "94" "80" "2295"
"040602" "Pazña" "298" "16,11" "1552" "83,89" "1850" "82" "68" "2000"
"040603" "Antequera (Bolívar)" "265" "25,48" "775" "74,52" "1040" "32" "47" "1119"
"040701" "Huanuni" "1479" "17,71" "6874" "82,29" "8353" "249" "312" "8914"
"040702" "Machacamarca" "265" "17,34" "1263" "82,66" "1528" "54" "52" "1634"
"040801" "Salinas de Garcí Mendoza" "128" "5,26" "2306" "94,74" "2434" "28" "39" "2501"
"040802" "Pampa Aullagas" "22" "3,16" "675" "96,84" "697" "25" "14" "736"
"040901" "Sabaya" "323" "13,79" "2020" "86,21" "2343" "30" "21" "2394"
"040902" "Coipasa" "27" "13,50" "173" "86,50" "200" "0" "0" "200"
"040903" "Chipaya" "7" "1,00" "690" "99,00" "697" "5" "4" "706"
"041001" "Toledo" "146" "6,91" "1966" "93,09" "2112" "50" "55" "2217"
"041101" "Eucaliptus" "91" "5,34" "1612" "94,66" "1703" "53" "23" "1779"
"041201" "Andamarca (Santiago de Andamarca)" "40" "2,72" "1429" "97,28" "1469" "30" "30" "1529"
"041202" "Belén de Andamarca" "35" "5,26" "630" "94,74" "665" "15" "27" "707"
"041301" "San Pedro de Totora" "42" "2,51" "1629" "97,49" "1671" "25" "28" "1724"
"041401" "Santiago de Huari" "171" "6,18" "2595" "93,82" "2766" "71" "80" "2917"
"041501" "La Rivera" "27" "18,00" "123" "82,00" "150" "9" "8" "167"
"041502" "Todos Santos" "19" "13,01" "127" "86,99" "146" "19" "1" "166"
"041503" "Carangas" "13" "13,98" "80" "86,02" "93" "0" "1" "94"
"041601" "Huayllamarca (Santiago de Huayllamarca)" "128" "6,98" "1707" "93,02" "1835" "46" "49" "1930"
"050101" "Potosí" "28427" "41,10" "40736" "58,90" "69163" "1771" "2797" "73731"
"050102" "Tinguipaya" "219" "3,92" "5371" "96,08" "5590" "214" "222" "6026"
"050103" "Yocalla" "184" "7,23" "2362" "92,77" "2546" "90" "94" "2730"
"050104" "Urmiri (Belén de Andamarca)" "36" "5,26" "648" "94,74" "684" "9" "13" "706"
"050201" "Uncía" "1502" "20,22" "5926" "79,78" "7428" "362" "359" "8149"
"050202" "Chayanta" "418" "9,18" "4133" "90,82" "4551" "148" "141" "4840"
"050203" "Llallagua" "3091" "21,89" "11031" "78,11" "14122" "551" "557" "15230"
"050301" "Betanzos" "705" "6,84" "9607" "93,16" "10312" "307" "395" "11014"
"050302" "Chaquí" "179" "6,78" "2462" "93,22" "2641" "183" "165" "2989"
"050303" "Tacobamba" "61" "2,02" "2954" "97,98" "3015" "65" "83" "3163"
"050401" "Colquechaca" "308" "3,55" "8360" "96,45" "8668" "203" "261" "9132"
"050402" "Ravelo" "197" "3,94" "4803" "96,06" "5000" "121" "155" "5276"
"050403" "Pocoata" "217" "3,42" "6136" "96,58" "6353" "153" "145" "6651"
"050404" "Ocurí" "211" "5,57" "3577" "94,43" "3788" "158" "171" "4117"
"050501" "San Pedro de Buena Vista" "270" "5,48" "4656" "94,52" "4926" "172" "150" "5248"
"050502" "Toro Toro" "85" "2,76" "2998" "97,24" "3083" "37" "52" "3172"
"050601" "Cotagaita" "575" "7,86" "6741" "92,14" "7316" "187" "203" "7706"
"050602" "Vitichi" "283" "8,31" "3122" "91,69" "3405" "108" "101" "3614"
"050701" "Sacaca (Villa de Sacaca)" "257" "4,26" "5779" "95,74" "6036" "177" "141" "6354"
"050702" "Caripuyo" "70" "2,33" "2932" "97,67" "3002" "44" "26" "3072"
"050801" "Tupiza" "3134" "24,47" "9675" "75,53" "12809" "401" "612" "13822"
"050802" "Atocha" "818" "22,60" "2801" "77,40" "3619" "124" "123" "3866"
"050901" "Colcha K (Villa Martín)" "342" "10,98" "2774" "89,02" "3116" "98" "89" "3303"
"050902" "San Pedro de Quemes" "33" "16,42" "168" "83,58" "201" "3" "2" "206"
"051001" "San Pablo de Lípez" "63" "8,67" "664" "91,33" "727" "22" "37" "786"
"051002" "Mojinete" "3" "1,16" "255" "98,84" "258" "2" "3" "263"
"051003" "San Antonio de Esmoruco" "12" "2,75" "424" "97,25" "436" "1" "2" "439"
"051101" "Puna (Villa Talavera)" "316" "5,01" "5995" "94,99" "6311" "155" "211" "6677"
"051102" "Caiza" "167" "5,49" "2873" "94,51" "3040" "87" "106" "3233"
"051103" "Ckochas" "121" "2,42" "4869" "97,58" "4990" "65" "107" "5162"
"051201" "Uyuni (Thola Pampa)" "1624" "21,18" "6042" "78,82" "7666" "230" "292" "8188"
"051202" "Tomave" "269" "7,26" "3436" "92,74" "3705" "98" "107" "3910"
"051203" "Porco" "439" "18,87" "1888" "81,13" "2327" "78" "113" "2518"
"051301" "Arampampa" "48" "4,53" "1012" "95,47" "1060" "7" "15" "1082"
"051302" "Acacio" "70" "5,44" "1217" "94,56" "1287" "26" "39" "1352"
"051401" "Llica" "87" "6,94" "1166" "93,06" "1253" "16" "19" "1288"
"051402" "Tahua" "15" "2,69" "543" "97,31" "558" "11" "6" "575"
"051501" "Villazón" "2529" "20,38" "9879" "79,62" "12408" "340" "544" "13292"
"051601" "San Agustín" "35" "6,52" "502" "93,48" "537" "19" "5" "561"
"060101" "Tarija" "48825" "66,34" "24778" "33,66" "73603" "1077" "2021" "76701"
"060201" "Padcaya" "1453" "22,29" "5065" "77,71" "6518" "155" "188" "6861"
"060202" "Bermejo" "5704" "51,17" "5443" "48,83" "11147" "213" "279" "11639"
"060301" "Yacuiba" "11122" "50,15" "11057" "49,85" "22179" "545" "812" "23536"
"060302" "Caraparí" "1313" "44,61" "1630" "55,39" "2943" "120" "94" "3157"
"060303" "Villamontes" "5214" "61,70" "3237" "38,30" "8451" "169" "174" "8794"
"060401" "Uriondo (Concepción)" "2335" "50,33" "2304" "49,67" "4639" "177" "179" "4995"
"060402" "Yunchará" "275" "18,03" "1250" "81,97" "1525" "51" "75" "1651"
"060501" "Villa San Lorenzo" "3820" "53,78" "3283" "46,22" "7103" "265" "259" "7627"
"060502" "Tomayapo (El Puente)" "1034" "28,91" "2543" "71,09" "3577" "149" "157" "3883"
"060601" "Entre Ríos (La Moreta)" "2264" "41,71" "3164" "58,29" "5428" "171" "168" "5767"
"070101" "Santa Cruz de la Sierra" "332135" "70,98" "135813" "29,02" "467948" "4373" "10020" "482341"
"070102" "Cotoca" "7148" "64,15" "3994" "35,85" "11142" "133" "303" "11578"
"070103" "Porongo (Ayacucho)" "1991" "72,69" "748" "27,31" "2739" "71" "53" "2863"
"070104" "La Guardia" "10751" "60,44" "7036" "39,56" "17787" "286" "505" "18578"
"070105" "El Torno" "6039" "43,03" "7996" "56,97" "14035" "465" "539" "15039"
"070201" "Warnes" "11888" "66,79" "5910" "33,21" "17798" "260" "489" "18547"
"070202" "Okinawa Uno" "1983" "77,04" "591" "22,96" "2574" "58" "60" "2692"
"070301" "San Ignacio (San Ignacio de Velasco)" "8269" "80,30" "2028" "19,70" "10297" "181" "293" "10771"
"070302" "San Miguel (San Miguel de Velasco)" "1754" "73,95" "618" "26,05" "2372" "77" "47" "2496"
"070303" "San Rafael" "949" "85,19" "165" "14,81" "1114" "14" "24" "1152"
"070401" "Buena Vista" "2245" "52,74" "2012" "47,26" "4257" "75" "68" "4400"
"070402" "San Carlos" "2351" "46,68" "2685" "53,32" "5036" "111" "143" "5290"
"070403" "Yapacaní" "2065" "16,64" "10343" "83,36" "12408" "243" "324" "12975"
"070404" "San Juan" "769" "35,37" "1405" "64,63" "2174" "71" "45" "2290"
"070501" "San José de Chiquitos" "3298" "78,36" "911" "21,64" "4209" "68" "65" "4342"
"070502" "Pailón" "2538" "67,93" "1198" "32,07" "3736" "72" "83" "3891"
"070503" "Roboré" "3889" "81,93" "858" "18,07" "4747" "45" "37" "4829"
"070601" "Portachuelo" "5066" "88,92" "631" "11,08" "5697" "53" "55" "5805"
"070602" "Santa Rosa del Sara" "1935" "36,28" "3398" "63,72" "5333" "78" "70" "5481"
"070603" "Colpa Bélgica" "1339" "82,15" "291" "17,85" "1630" "29" "106" "1765"
"070701" "Lagunillas" "567" "48,42" "604" "51,58" "1171" "64" "23" "1258"
"070702" "Charagua" "1929" "42,96" "2561" "57,04" "4490" "213" "132" "4835"
"070703" "Cabezas" "1427" "43,53" "1851" "56,47" "3278" "81" "90" "3449"
"070704" "Cuevo" "645" "64,31" "358" "35,69" "1003" "26" "25" "1054"
"070705" "Gutiérrez" "693" "26,86" "1887" "73,14" "2580" "138" "88" "2806"
"070706" "Camiri" "6278" "64,17" "3505" "35,83" "9783" "209" "224" "10216"
"070707" "Boyuibe" "600" "61,79" "371" "38,21" "971" "21" "15" "1007"
"070801" "Vallegrande" "3601" "68,67" "1643" "31,33" "5244" "247" "243" "5734"
"070802" "Trigal" "399" "66,06" "205" "33,94" "604" "22" "21" "647"
"070803" "Moro Moro" "563" "66,47" "284" "33,53" "847" "37" "49" "933"
"070804" "Postrer Valle" "428" "84,42" "79" "15,58" "507" "14" "9" "530"
"070805" "Pucará" "334" "59,86" "224" "40,14" "558" "22" "35" "615"
"070901" "Samaipata" "1932" "63,99" "1087" "36,01" "3019" "99" "116" "3234"
"070902" "Pampa Grande" "1239" "57,92" "900" "42,08" "2139" "80" "77" "2296"
"070903" "Mairana" "1389" "55,38" "1119" "44,62" "2508" "82" "82" "2672"
"070904" "Quirusillas" "275" "64,55" "151" "35,45" "426" "13" "21" "460"
"071001" "Montero" "19192" "58,29" "13733" "41,71" "32925" "413" "666" "34004"
"071002" "General Agustín Saavedra" "1770" "54,55" "1475" "45,45" "3245" "95" "87" "3427"
"071003" "Mineros" "3257" "58,19" "2340" "41,81" "5597" "112" "121" "5830"
"071004" "Fernández Alonso" "729" "23,06" "2433" "76,94" "3162" "92" "71" "3325"
"071005" "San Pedro" "879" "22,75" "2985" "77,25" "3864" "95" "73" "4032"
"071101" "Concepción" "2169" "55,93" "1709" "44,07" "3878" "102" "91" "4071"
"071102" "San Javier" "1873" "72,32" "717" "27,68" "2590" "45" "41" "2676"
"071103" "San Ramón" "1052" "69,07" "471" "30,93" "1523" "25" "39" "1587"
"071104" "San Julián" "1759" "14,78" "10144" "85,22" "11903" "254" "269" "12426"
"071105" "San Antonio de Lomerio" "580" "34,83" "1085" "65,17" "1665" "25" "23" "1713"
"071106" "Cuatro Cañadas" "838" "22,82" "2834" "77,18" "3672" "91" "113" "3876"
"071201" "San Matías" "2246" "76,32" "697" "23,68" "2943" "129" "163" "3235"
"071301" "Comarapa" "1662" "39,47" "2549" "60,53" "4211" "130" "202" "4543"
"071302" "Saipina" "454" "36,29" "797" "63,71" "1251" "38" "50" "1339"
"071401" "Puerto Suárez" "3904" "79,79" "989" "20,21" "4893" "39" "54" "4986"
"071402" "Puerto Quijarro" "2705" "68,48" "1245" "31,52" "3950" "55" "63" "4068"
"071403" "El Carmen Rivero Tórrez" "672" "56,42" "519" "43,58" "1191" "18" "31" "1240"
"071501" "Ascención de Guarayos" "3119" "61,20" "1977" "38,80" "5096" "98" "101" "5295"
"071502" "Urubichá" "1120" "64,29" "622" "35,71" "1742" "44" "50" "1836"
"071503" "El Puente" "1063" "37,17" "1797" "62,83" "2860" "62" "56" "2978"
"080101" "Trinidad" "25986" "72,13" "10043" "27,87" "36029" "590" "649" "37268"
"080102" "San Javier" "359" "50,35" "354" "49,65" "713" "16" "16" "745"
"080201" "Riberalta" "14943" "73,84" "5295" "26,16" "20238" "390" "411" "21039"
"080202" "Puerto Guayaramerín" "6703" "71,41" "2683" "28,59" "9386" "147" "155" "9688"
"080301" "Reyes" "1695" "70,48" "710" "29,52" "2405" "48" "44" "2497"
"080302" "San Borja" "3963" "44,46" "4951" "55,54" "8914" "174" "163" "9251"
"080303" "Santa Rosa" "1519" "76,72" "461" "23,28" "1980" "42" "40" "2062"
"080304" "Puerto Rurrenabaque" "2098" "49,48" "2142" "50,52" "4240" "89" "124" "4453"
"080401" "Santa Ana (de Yacuma)" "3009" "72,04" "1168" "27,96" "4177" "93" "79" "4349"
"080402" "Exaltación" "400" "60,51" "261" "39,49" "661" "21" "12" "694"
"080501" "San Ignacio" "2292" "44,65" "2841" "55,35" "5133" "153" "115" "5401"
"080601" "Loreto" "394" "57,69" "289" "42,31" "683" "21" "18" "722"
"080602" "San Andrés" "1148" "44,36" "1440" "55,64" "2588" "61" "55" "2704"
"080701" "San Joaquín" "975" "78,13" "273" "21,88" "1248" "24" "11" "1283"
"080702" "San Ramón" "835" "76,05" "263" "23,95" "1098" "23" "7" "1128"
